"labelset","n","mean_distance","cluster_neuron"
"010100",1,1.63844032423728,"C1N1"
"100010",2,1.52348282142258,"C1N1"
"110001",2,1.00517966617129,"C1N1"
"111000",4,0.934494397630471,"C1N1"
"010000",8,0.691376846427677,"C1N1"
"100000",8,0.61538748702014,"C1N1"
"110000",13,0.131567536415095,"C1N1"
"001001",1,1.22829667522712,"C1N2"
"010001",2,1.19976048275766,"C1N2"
"100011",2,1.12088559290211,"C1N2"
"000011",4,1.11767467700798,"C1N2"
"100001",27,0.257148033650143,"C1N2"
"000001",24,0.253937117756014,"C1N2"
"011100",2,1.00649597765968,"C1N3"
"001000",14,0.419622068291146,"C1N3"
"011000",25,0.129952858047919,"C1N3"
"001011",1,1.56764418333611,"C2N4"
"000111",1,1.52149030265226,"C2N4"
"000100",1,1.25691672176548,"C2N4"
"000010",4,1.06545391593239,"C2N4"
"001100",10,0.842512405253349,"C2N4"
"001010",8,0.651049599420264,"C2N4"
"000110",12,0.604895718736418,"C2N4"
"001110",22,0.190491402224289,"C2N4"
