"labelset","mean_distance","n_instances"
"000010",0.103353612658872,135
"000001",0.160025410241993,135
"100000",0.461839855553361,123
"000100",0.529320294761097,109
"001000",0.53340240186074,120
"010000",0.631911845711964,121
"001100",0.719903584063028,8
"100010",0.853691660759671,13
"000110",0.855864245809773,25
"100001",0.921114248513188,6
"000101",0.976993464182085,2
"001010",1.07214629290679,4
"100100",1.33783723041745,1
