"labelset","mean_distance","n_instances"
"000010",0.133994323179637,135
"010000",0.185261126412697,122
"001000",0.48597861954099,120
"000001",0.507508368051527,135
"100000",0.542117518502386,123
"000100",0.592822778873046,109
"100001",0.685956005796367,6
"001100",0.744295848457096,8
"000110",0.825540684816943,25
"100010",0.880239483026722,12
"001010",0.948001601751677,5
"000011",0.968585507729857,1
"000101",1.4021957211184,2
