"labelset","mean_distance","n_instances"
"001000",0.00306272877350096,120
"100000",0.0123873788844255,123
"000010",0.407268304887119,135
"000110",0.420897991952248,25
"000001",0.467721223079666,135
"010000",0.534522174232854,122
"000100",0.610878661330587,109
"100010",0.82495122579563,12
"100001",0.89231571672813,6
"001100",0.90217085869174,8
"001010",0.957546296077068,5
"000011",1.40726830488712,1
"000101",1.42022794895002,2
