"labelset","mean_distance","n_instances"
"000100",0.00464538142083255,109
"000010",0.0242812086891792,135
"000001",0.427370090076809,135
"001000",0.455109635244905,120
"100001",0.484374911862309,7
"010000",0.547001388326183,121
"100000",0.578703639174785,123
"000110",0.750787077588535,25
"001100",0.878759937891938,7
"100010",0.881532189515585,13
"000101",0.965424398523155,2
"001010",0.980139249792938,4
"001110",1.70664511869229,1
