"labelset","mean_distance","n_instances"
"000010",0.14081969702776,135
"000001",0.144848983173836,135
"001000",0.4708132134874,120
"100000",0.537802791830598,123
"010000",0.553197041693791,121
"000100",0.592638473833872,109
"001100",0.714055450816826,7
"000110",0.770721521878783,25
"100010",0.878337008102975,13
"100001",0.939993846187235,7
"001010",0.965238093965193,4
"000101",0.965538642463094,2
"001110",1.57007084350009,1
