"cluster","n_instancias","amazed.suprised","happy.pleased","relaxing.calm","quiet.still","sad.lonely","angry.aggresive","prop_amazed.suprised","prop_happy.pleased","prop_relaxing.calm","prop_quiet.still","prop_sad.lonely","prop_angry.aggresive"
1,83,20,51,57,2,16,2,0.240963855421687,0.614457831325301,0.686746987951807,0.0240963855421687,0.192771084337349,0.0240963855421687
2,47,0,0,33,47,34,1,0,0,0.702127659574468,1,0.723404255319149,0.0212765957446809
3,68,38,4,0,0,5,60,0.558823529411765,0.0588235294117647,0,0,0.0735294117647059,0.882352941176471
