"dataset","fold","grid_neighborhood","grid_topology","grid_size_x","grid_size_y","rlen","radius","alpha1","alpha2","empty_neurons","qe_val"
"scene","fold1","gaussian","rectangular",3,2,1500,7,0.1,0.001,1,0.19660623033518
"scene","fold1","gaussian","rectangular",3,2,500,3,0.05,0.001,2,0.19660623033518
"scene","fold1","gaussian","rectangular",3,2,1000,3,0.05,0.001,1,0.19660623033518
"scene","fold1","gaussian","rectangular",3,2,1500,3,0.05,0.001,2,0.19660623033518
"scene","fold1","gaussian","rectangular",3,2,500,5,0.05,0.001,2,0.19660623033518
"scene","fold1","gaussian","rectangular",3,2,1000,5,0.05,0.001,2,0.19660623033518
"scene","fold1","gaussian","rectangular",3,2,1500,5,0.05,0.001,2,0.19660623033518
"scene","fold1","gaussian","rectangular",3,2,500,7,0.05,0.001,2,0.19660623033518
"scene","fold1","gaussian","rectangular",3,2,1000,7,0.05,0.001,2,0.19660623033518
"scene","fold1","gaussian","rectangular",3,2,1500,7,0.05,0.001,2,0.19660623033518
"scene","fold1","gaussian","hexagonal",3,2,500,3,0.5,0.01,0,0.173788071858944
"scene","fold1","gaussian","hexagonal",3,2,1000,3,0.5,0.01,0,0.175030511202694
"scene","fold1","gaussian","hexagonal",3,2,1500,3,0.5,0.01,0,0.173316606678261
"scene","fold1","gaussian","hexagonal",3,2,500,5,0.5,0.01,0,0.171982871025994
"scene","fold1","gaussian","hexagonal",3,2,1000,5,0.5,0.01,0,0.172138651767976
"scene","fold1","gaussian","hexagonal",3,2,1500,5,0.5,0.01,0,0.171351697283201
"scene","fold1","gaussian","hexagonal",3,2,500,7,0.5,0.01,0,0.171472310340173
"scene","fold1","gaussian","hexagonal",3,2,1000,7,0.5,0.01,0,0.171323747998327
"scene","fold1","gaussian","hexagonal",3,2,1500,7,0.5,0.01,0,0.171186712818304
"scene","fold1","gaussian","hexagonal",3,2,500,3,0.1,0.01,0,0.172163705821527
"scene","fold1","gaussian","hexagonal",3,2,1000,3,0.1,0.01,0,0.171911714869899
"scene","fold1","gaussian","hexagonal",3,2,1500,3,0.1,0.01,0,0.173198344942442
"scene","fold1","gaussian","hexagonal",3,2,500,5,0.1,0.01,0,0.171051199889257
"scene","fold1","gaussian","hexagonal",3,2,1000,5,0.1,0.01,0,0.17374297469857
"scene","fold1","gaussian","hexagonal",3,2,1500,5,0.1,0.01,0,0.169031809640972
"scene","fold1","gaussian","hexagonal",3,2,500,7,0.1,0.01,0,0.171829627225815
"scene","fold1","gaussian","hexagonal",3,2,1000,7,0.1,0.01,0,0.171093208909613
"scene","fold1","gaussian","hexagonal",3,2,1500,7,0.1,0.01,0,0.170833888407842
"scene","fold1","gaussian","hexagonal",3,2,500,3,0.05,0.01,0,0.173936293347528
"scene","fold1","gaussian","hexagonal",3,2,1000,3,0.05,0.01,0,0.17439590568405
"scene","fold1","gaussian","hexagonal",3,2,1500,3,0.05,0.01,0,0.170761922610586
"scene","fold1","gaussian","hexagonal",3,2,500,5,0.05,0.01,0,0.172790913882203
"scene","fold1","gaussian","hexagonal",3,2,1000,5,0.05,0.01,0,0.170198051662275
"scene","fold1","gaussian","hexagonal",3,2,1500,5,0.05,0.01,0,0.173175750830416
"scene","fold1","gaussian","hexagonal",3,2,500,7,0.05,0.01,1,0.173175750830416
"scene","fold1","gaussian","hexagonal",3,2,1000,7,0.05,0.01,1,0.173175750830416
"scene","fold1","gaussian","hexagonal",3,2,1500,7,0.05,0.01,1,0.173175750830416
"scene","fold1","gaussian","hexagonal",3,2,500,3,0.5,0.005,0,0.175536878282717
"scene","fold1","gaussian","hexagonal",3,2,1000,3,0.5,0.005,0,0.173819961405017
"scene","fold1","gaussian","hexagonal",3,2,1500,3,0.5,0.005,0,0.17406372697407
"scene","fold1","gaussian","hexagonal",3,2,500,5,0.5,0.005,0,0.171411375886194
"scene","fold1","gaussian","hexagonal",3,2,1000,5,0.5,0.005,0,0.174100937116173
"scene","fold1","gaussian","hexagonal",3,2,1500,5,0.5,0.005,0,0.174657497579118
"scene","fold1","gaussian","hexagonal",3,2,500,7,0.5,0.005,0,0.174255771657534
"scene","fold1","gaussian","hexagonal",3,2,1000,7,0.5,0.005,0,0.171259150233006
"scene","fold1","gaussian","hexagonal",3,2,1500,7,0.5,0.005,0,0.171396058119415
"scene","fold1","gaussian","hexagonal",3,2,500,3,0.1,0.005,0,0.172270395507767
"scene","fold1","gaussian","hexagonal",3,2,1000,3,0.1,0.005,1,0.172270395507767
"scene","fold1","gaussian","hexagonal",3,2,1500,3,0.1,0.005,1,0.172270395507767
"scene","fold1","gaussian","hexagonal",3,2,500,5,0.1,0.005,0,0.17001376600616
"scene","fold1","gaussian","hexagonal",3,2,1000,5,0.1,0.005,0,0.170795285812079
"scene","fold1","gaussian","hexagonal",3,2,1500,5,0.1,0.005,0,0.170051639405759
"scene","fold1","gaussian","hexagonal",3,2,500,7,0.1,0.005,1,0.170051639405759
"scene","fold1","gaussian","hexagonal",3,2,1000,7,0.1,0.005,0,0.17231111866364
"scene","fold1","gaussian","hexagonal",3,2,1500,7,0.1,0.005,0,0.292834478307664
"scene","fold1","gaussian","hexagonal",3,2,500,3,0.05,0.005,0,0.171993524258021
"scene","fold1","gaussian","hexagonal",3,2,1000,3,0.05,0.005,0,0.171499353079039
"scene","fold1","gaussian","hexagonal",3,2,1500,3,0.05,0.005,0,0.171014748147208
"scene","fold1","gaussian","hexagonal",3,2,500,5,0.05,0.005,1,0.171014748147208
"scene","fold1","gaussian","hexagonal",3,2,1000,5,0.05,0.005,1,0.171014748147208
"scene","fold1","gaussian","hexagonal",3,2,1500,5,0.05,0.005,0,0.172349079751832
"scene","fold1","gaussian","hexagonal",3,2,500,7,0.05,0.005,1,0.172349079751832
"scene","fold1","gaussian","hexagonal",3,2,1000,7,0.05,0.005,0,0.170098458704826
"scene","fold1","gaussian","hexagonal",3,2,1500,7,0.05,0.005,1,0.170098458704826
"scene","fold1","gaussian","hexagonal",3,2,500,3,0.5,0.001,0,0.174272117384618
"scene","fold1","gaussian","hexagonal",3,2,1000,3,0.5,0.001,0,0.171898608491542
"scene","fold1","gaussian","hexagonal",3,2,1500,3,0.5,0.001,0,0.172315126590797
"scene","fold1","gaussian","hexagonal",3,2,500,5,0.5,0.001,0,0.171906107665407
"scene","fold1","gaussian","hexagonal",3,2,1000,5,0.5,0.001,0,0.170713094025741
"scene","fold1","gaussian","hexagonal",3,2,1500,5,0.5,0.001,0,0.172419375392204
"scene","fold1","gaussian","hexagonal",3,2,500,7,0.5,0.001,0,0.170894478813826
"scene","fold1","gaussian","hexagonal",3,2,1000,7,0.5,0.001,0,0.171827017890741
"scene","fold1","gaussian","hexagonal",3,2,1500,7,0.5,0.001,0,0.172331422470462
"scene","fold1","gaussian","hexagonal",3,2,500,3,0.1,0.001,1,0.172331422470462
"scene","fold1","gaussian","hexagonal",3,2,1000,3,0.1,0.001,0,0.169699787977881
"scene","fold1","gaussian","hexagonal",3,2,1500,3,0.1,0.001,0,0.170588264525616
"scene","fold1","gaussian","hexagonal",3,2,500,5,0.1,0.001,0,0.170940559566813
"scene","fold1","gaussian","hexagonal",3,2,1000,5,0.1,0.001,0,0.17259451548301
"scene","fold1","gaussian","hexagonal",3,2,1500,5,0.1,0.001,0,0.172859411296126
"scene","fold1","gaussian","hexagonal",3,2,500,7,0.1,0.001,1,0.172859411296126
"scene","fold1","gaussian","hexagonal",3,2,1000,7,0.1,0.001,1,0.172859411296126
"scene","fold1","gaussian","hexagonal",3,2,1500,7,0.1,0.001,0,0.171473000695199
"scene","fold1","gaussian","hexagonal",3,2,500,3,0.05,0.001,1,0.171473000695199
"scene","fold1","gaussian","hexagonal",3,2,1000,3,0.05,0.001,0,0.170824752161617
"scene","fold1","gaussian","hexagonal",3,2,1500,3,0.05,0.001,0,0.17060045760296
"scene","fold1","gaussian","hexagonal",3,2,500,5,0.05,0.001,1,0.17060045760296
"scene","fold1","gaussian","hexagonal",3,2,1000,5,0.05,0.001,1,0.17060045760296
"scene","fold1","gaussian","hexagonal",3,2,1500,5,0.05,0.001,1,0.17060045760296
"scene","fold1","gaussian","hexagonal",3,2,500,7,0.05,0.001,2,0.17060045760296
"scene","fold1","gaussian","hexagonal",3,2,1000,7,0.05,0.001,1,0.17060045760296
"scene","fold1","gaussian","hexagonal",3,2,1500,7,0.05,0.001,1,0.17060045760296
"scene","fold1","bubble","rectangular",3,2,500,3,0.5,0.01,0,0.0658828443436677
"scene","fold1","bubble","rectangular",3,2,1000,3,0.5,0.01,0,0.0653105575031138
"scene","fold1","bubble","rectangular",3,2,1500,3,0.5,0.01,0,0.0653735933749771
"scene","fold1","bubble","rectangular",3,2,500,5,0.5,0.01,0,0.0652838494429713
"scene","fold1","bubble","rectangular",3,2,1000,5,0.5,0.01,0,0.0661575415787271
"scene","fold1","bubble","rectangular",3,2,1500,5,0.5,0.01,0,0.0664809198454266
"scene","fold1","bubble","rectangular",3,2,500,7,0.5,0.01,0,0.0654547794543933
"scene","fold1","bubble","rectangular",3,2,1000,7,0.5,0.01,0,0.065406026607855
"scene","fold1","bubble","rectangular",3,2,1500,7,0.5,0.01,0,0.0660418806541655
"scene","fold1","bubble","rectangular",3,2,500,3,0.1,0.01,0,0.0656929742003944
"scene","fold1","bubble","rectangular",3,2,1000,3,0.1,0.01,0,0.0654794977578316
"scene","fold1","bubble","rectangular",3,2,1500,3,0.1,0.01,0,0.0653198625009952
"scene","fold1","bubble","rectangular",3,2,500,5,0.1,0.01,0,0.0656890596805248
"scene","fold1","bubble","rectangular",3,2,1000,5,0.1,0.01,0,0.066203102951511
"scene","fold1","bubble","rectangular",3,2,1500,5,0.1,0.01,0,0.19170130378431
"scene","fold1","bubble","rectangular",3,2,500,7,0.1,0.01,0,0.0654156806981251
"scene","fold1","bubble","rectangular",3,2,1000,7,0.1,0.01,0,0.0656008704999222
"scene","fold1","bubble","rectangular",3,2,1500,7,0.1,0.01,0,0.0654612873910477
"scene","fold1","bubble","rectangular",3,2,500,3,0.05,0.01,1,0.0654612873910477
"scene","fold1","bubble","rectangular",3,2,1000,3,0.05,0.01,0,0.0660260349821014
"scene","fold1","bubble","rectangular",3,2,1500,3,0.05,0.01,0,0.0660073677663833
"scene","fold1","bubble","rectangular",3,2,500,5,0.05,0.01,0,0.0653359173618547
"scene","fold1","bubble","rectangular",3,2,1000,5,0.05,0.01,0,0.0655759273754818
"scene","fold1","bubble","rectangular",3,2,1500,5,0.05,0.01,0,0.0663281554758924
"scene","fold1","bubble","rectangular",3,2,500,7,0.05,0.01,2,0.0663281554758924
"scene","fold1","bubble","rectangular",3,2,1000,7,0.05,0.01,0,0.0660775807740249
"scene","fold1","bubble","rectangular",3,2,1500,7,0.05,0.01,0,0.0671711928298061
"scene","fold1","bubble","rectangular",3,2,500,3,0.5,0.005,0,0.0662156135117899
"scene","fold1","bubble","rectangular",3,2,1000,3,0.5,0.005,0,0.0655844722094393
"scene","fold1","bubble","rectangular",3,2,1500,3,0.5,0.005,0,0.0653084890954179
"scene","fold1","bubble","rectangular",3,2,500,5,0.5,0.005,0,0.06560290042563
"scene","fold1","bubble","rectangular",3,2,1000,5,0.5,0.005,0,0.0654991945682911
"scene","fold1","bubble","rectangular",3,2,1500,5,0.5,0.005,0,0.0651950519402025
"scene","fold1","bubble","rectangular",3,2,500,7,0.5,0.005,0,0.0651464701727167
"scene","fold1","bubble","rectangular",3,2,1000,7,0.5,0.005,0,0.0654668416383047
"scene","fold1","bubble","rectangular",3,2,1500,7,0.5,0.005,0,0.0652492374496851
"scene","fold1","bubble","rectangular",3,2,500,3,0.1,0.005,0,0.0661141643561178
"scene","fold1","bubble","rectangular",3,2,1000,3,0.1,0.005,0,0.0662418554551648
"scene","fold1","bubble","rectangular",3,2,1500,3,0.1,0.005,0,0.06558598177223
"scene","fold1","bubble","rectangular",3,2,500,5,0.1,0.005,0,0.0652869488092575
"scene","fold1","bubble","rectangular",3,2,1000,5,0.1,0.005,1,0.0652869488092575
"scene","fold1","bubble","rectangular",3,2,1500,5,0.1,0.005,0,0.0653359639113235
"scene","fold1","bubble","rectangular",3,2,500,7,0.1,0.005,0,0.0653606021589511
"scene","fold1","bubble","rectangular",3,2,1000,7,0.1,0.005,0,0.0653302596981451
"scene","fold1","bubble","rectangular",3,2,1500,7,0.1,0.005,0,0.0667992130953831
"scene","fold1","bubble","rectangular",3,2,500,3,0.05,0.005,0,0.0655171139479243
"scene","fold1","bubble","rectangular",3,2,1000,3,0.05,0.005,1,0.0655171139479243
"scene","fold1","bubble","rectangular",3,2,1500,3,0.05,0.005,0,0.065771072049242
"scene","fold1","bubble","rectangular",3,2,500,5,0.05,0.005,1,0.065771072049242
"scene","fold1","bubble","rectangular",3,2,1000,5,0.05,0.005,1,0.065771072049242
"scene","fold1","bubble","rectangular",3,2,1500,5,0.05,0.005,1,0.065771072049242
"scene","fold1","bubble","rectangular",3,2,500,7,0.05,0.005,1,0.065771072049242
"scene","fold1","bubble","rectangular",3,2,1000,7,0.05,0.005,1,0.065771072049242
"scene","fold1","bubble","rectangular",3,2,1500,7,0.05,0.005,1,0.065771072049242
"scene","fold1","bubble","rectangular",3,2,500,3,0.5,0.001,0,0.0651844484615319
"scene","fold1","bubble","rectangular",3,2,1000,3,0.5,0.001,0,0.215193283508578
"scene","fold1","bubble","rectangular",3,2,1500,3,0.5,0.001,0,0.0660492609277266
"scene","fold1","bubble","rectangular",3,2,500,5,0.5,0.001,0,0.0652454552815934
"scene","fold1","bubble","rectangular",3,2,1000,5,0.5,0.001,0,0.0652281944084786
"scene","fold1","bubble","rectangular",3,2,1500,5,0.5,0.001,0,0.0651257741026632
"scene","fold1","bubble","rectangular",3,2,500,7,0.5,0.001,0,0.0661517952849758
"scene","fold1","bubble","rectangular",3,2,1000,7,0.5,0.001,0,0.0651551824246082
"scene","fold1","bubble","rectangular",3,2,1500,7,0.5,0.001,0,0.0652751571864834
"scene","fold1","bubble","rectangular",3,2,500,3,0.1,0.001,0,0.0652092555863896
"scene","fold1","bubble","rectangular",3,2,1000,3,0.1,0.001,0,0.0652625728704664
"scene","fold1","bubble","rectangular",3,2,1500,3,0.1,0.001,0,0.0660402635331032
"scene","fold1","bubble","rectangular",3,2,500,5,0.1,0.001,0,0.0660862059627433
"scene","fold1","bubble","rectangular",3,2,1000,5,0.1,0.001,1,0.0660862059627433
"scene","fold1","bubble","rectangular",3,2,1500,5,0.1,0.001,0,0.0660657883373594
"scene","fold1","bubble","rectangular",3,2,500,7,0.1,0.001,0,0.0656022516386437
"scene","fold1","bubble","rectangular",3,2,1000,7,0.1,0.001,1,0.0656022516386437
"scene","fold1","bubble","rectangular",3,2,1500,7,0.1,0.001,1,0.0656022516386437
"scene","fold1","bubble","rectangular",3,2,500,3,0.05,0.001,1,0.0656022516386437
"scene","fold1","bubble","rectangular",3,2,1000,3,0.05,0.001,1,0.0656022516386437
"scene","fold1","bubble","rectangular",3,2,1500,3,0.05,0.001,1,0.0656022516386437
"scene","fold1","bubble","rectangular",3,2,500,5,0.05,0.001,1,0.0656022516386437
"scene","fold1","bubble","rectangular",3,2,1000,5,0.05,0.001,2,0.0656022516386437
"scene","fold1","bubble","rectangular",3,2,1500,5,0.05,0.001,2,0.0656022516386437
"scene","fold1","bubble","rectangular",3,2,500,7,0.05,0.001,2,0.0656022516386437
"scene","fold1","bubble","rectangular",3,2,1000,7,0.05,0.001,2,0.0656022516386437
"scene","fold1","bubble","rectangular",3,2,1500,7,0.05,0.001,1,0.0656022516386437
"scene","fold1","bubble","hexagonal",3,2,500,3,0.5,0.01,0,0.0653810526382336
"scene","fold1","bubble","hexagonal",3,2,1000,3,0.5,0.01,0,0.0657770618884063
"scene","fold1","bubble","hexagonal",3,2,1500,3,0.5,0.01,0,0.0668966243394383
"scene","fold1","bubble","hexagonal",3,2,500,5,0.5,0.01,0,0.0654215502044821
"scene","fold1","bubble","hexagonal",3,2,1000,5,0.5,0.01,0,0.065273843092493
"scene","fold1","bubble","hexagonal",3,2,1500,5,0.5,0.01,0,0.0657843119662023
"scene","fold1","bubble","hexagonal",3,2,500,7,0.5,0.01,0,0.0661335923334644
"scene","fold1","bubble","hexagonal",3,2,1000,7,0.5,0.01,0,0.220195415392155
"scene","fold1","bubble","hexagonal",3,2,1500,7,0.5,0.01,0,0.0654807946610752
"scene","fold1","bubble","hexagonal",3,2,500,3,0.1,0.01,0,0.0656732066103292
"scene","fold1","bubble","hexagonal",3,2,1000,3,0.1,0.01,0,0.0655922667090476
"scene","fold1","bubble","hexagonal",3,2,1500,3,0.1,0.01,1,0.0655922667090476
"scene","fold1","bubble","hexagonal",3,2,500,5,0.1,0.01,0,0.0662635030000473
"scene","fold1","bubble","hexagonal",3,2,1000,5,0.1,0.01,0,0.0667154015735224
"scene","fold1","bubble","hexagonal",3,2,1500,5,0.1,0.01,0,0.219152981772319
"scene","fold1","bubble","hexagonal",3,2,500,7,0.1,0.01,0,0.065394806920166
"scene","fold1","bubble","hexagonal",3,2,1000,7,0.1,0.01,0,0.0662930263054194
"scene","fold1","bubble","hexagonal",3,2,1500,7,0.1,0.01,1,0.0662930263054194
"scene","fold1","bubble","hexagonal",3,2,500,3,0.05,0.01,0,0.0655172612931916
"scene","fold1","bubble","hexagonal",3,2,1000,3,0.05,0.01,0,0.222550614757738
"scene","fold1","bubble","hexagonal",3,2,1500,3,0.05,0.01,0,0.220870282174364
"scene","fold1","bubble","hexagonal",3,2,500,5,0.05,0.01,0,0.0655134589471189
"scene","fold1","bubble","hexagonal",3,2,1000,5,0.05,0.01,0,0.0653571240498974
"scene","fold1","bubble","hexagonal",3,2,1500,5,0.05,0.01,0,0.0652844531877183
"scene","fold1","bubble","hexagonal",3,2,500,7,0.05,0.01,0,0.199126277062259
"scene","fold1","bubble","hexagonal",3,2,1000,7,0.05,0.01,0,0.222741308223758
"scene","fold1","bubble","hexagonal",3,2,1500,7,0.05,0.01,0,0.222246269588387
"scene","fold1","bubble","hexagonal",3,2,500,3,0.5,0.005,0,0.0655701542195023
"scene","fold1","bubble","hexagonal",3,2,1000,3,0.5,0.005,0,0.0651972608628864
"scene","fold1","bubble","hexagonal",3,2,1500,3,0.5,0.005,0,0.209241374537602
"scene","fold1","bubble","hexagonal",3,2,500,5,0.5,0.005,0,0.065427447490225
"scene","fold1","bubble","hexagonal",3,2,1000,5,0.5,0.005,0,0.210224429919426
"scene","fold1","bubble","hexagonal",3,2,1500,5,0.5,0.005,0,0.065512610339298
"scene","fold1","bubble","hexagonal",3,2,500,7,0.5,0.005,0,0.0661748483849782
"scene","fold1","bubble","hexagonal",3,2,1000,7,0.5,0.005,0,0.198505981002684
"scene","fold1","bubble","hexagonal",3,2,1500,7,0.5,0.005,0,0.0662392095880791
"scene","fold1","bubble","hexagonal",3,2,500,3,0.1,0.005,0,0.221051211031077
"scene","fold1","bubble","hexagonal",3,2,1000,3,0.1,0.005,0,0.201876857483362
"scene","fold1","bubble","hexagonal",3,2,1500,3,0.1,0.005,0,0.210716875778443
"scene","fold1","bubble","hexagonal",3,2,500,5,0.1,0.005,0,0.209438862556976
"scene","fold1","bubble","hexagonal",3,2,1000,5,0.1,0.005,1,0.209438862556976
"scene","fold1","bubble","hexagonal",3,2,1500,5,0.1,0.005,0,0.0663337234940752
"scene","fold1","bubble","hexagonal",3,2,500,7,0.1,0.005,0,0.0660617447575856
"scene","fold1","bubble","hexagonal",3,2,1000,7,0.1,0.005,0,0.0670080528960527
"scene","fold1","bubble","hexagonal",3,2,1500,7,0.1,0.005,0,0.0654608652226288
"scene","fold1","bubble","hexagonal",3,2,500,3,0.05,0.005,0,0.0662035408694572
"scene","fold1","bubble","hexagonal",3,2,1000,3,0.05,0.005,0,0.0653600435748606
"scene","fold1","bubble","hexagonal",3,2,1500,3,0.05,0.005,0,0.213345289248287
"scene","fold1","bubble","hexagonal",3,2,500,5,0.05,0.005,1,0.213345289248287
"scene","fold1","bubble","hexagonal",3,2,1000,5,0.05,0.005,1,0.213345289248287
"scene","fold1","bubble","hexagonal",3,2,1500,5,0.05,0.005,0,0.210288430008932
"scene","fold1","bubble","hexagonal",3,2,500,7,0.05,0.005,0,0.22090750886286
"scene","fold1","bubble","hexagonal",3,2,1000,7,0.05,0.005,0,0.0662674935117776
"scene","fold1","bubble","hexagonal",3,2,1500,7,0.05,0.005,0,0.0655305858394237
"scene","fold1","bubble","hexagonal",3,2,500,3,0.5,0.001,0,0.19057088500371
"scene","fold1","bubble","hexagonal",3,2,1000,3,0.5,0.001,0,0.0652295852730272
"scene","fold1","bubble","hexagonal",3,2,1500,3,0.5,0.001,0,0.065182171993627
"scene","fold1","bubble","hexagonal",3,2,500,5,0.5,0.001,0,0.196936165851372
"scene","fold1","bubble","hexagonal",3,2,1000,5,0.5,0.001,0,0.0651776381575291
"scene","fold1","bubble","hexagonal",3,2,1500,5,0.5,0.001,0,0.0660933489154128
"scene","fold1","bubble","hexagonal",3,2,500,7,0.5,0.001,0,0.0661968609062192
"scene","fold1","bubble","hexagonal",3,2,1000,7,0.5,0.001,0,0.0651345075622187
"scene","fold1","bubble","hexagonal",3,2,1500,7,0.5,0.001,0,0.0651432483985429
"scene","fold1","bubble","hexagonal",3,2,500,3,0.1,0.001,0,0.0652490541647279
"scene","fold1","bubble","hexagonal",3,2,1000,3,0.1,0.001,0,0.0652454538823871
"scene","fold1","bubble","hexagonal",3,2,1500,3,0.1,0.001,0,0.0661156831017095
"scene","fold1","bubble","hexagonal",3,2,500,5,0.1,0.001,0,0.0651744242811188
"scene","fold1","bubble","hexagonal",3,2,1000,5,0.1,0.001,0,0.198992798110426
"scene","fold1","bubble","hexagonal",3,2,1500,5,0.1,0.001,0,0.196913724217589
"scene","fold1","bubble","hexagonal",3,2,500,7,0.1,0.001,1,0.196913724217589
"scene","fold1","bubble","hexagonal",3,2,1000,7,0.1,0.001,0,0.0652387745538432
"scene","fold1","bubble","hexagonal",3,2,1500,7,0.1,0.001,0,0.065237810036123
"scene","fold1","bubble","hexagonal",3,2,500,3,0.05,0.001,1,0.065237810036123
"scene","fold1","bubble","hexagonal",3,2,1000,3,0.05,0.001,0,0.21022228063874
"scene","fold1","bubble","hexagonal",3,2,1500,3,0.05,0.001,0,0.0652934492697813
"scene","fold1","bubble","hexagonal",3,2,500,5,0.05,0.001,0,0.220605431812116
"scene","fold1","bubble","hexagonal",3,2,1000,5,0.05,0.001,1,0.220605431812116
"scene","fold1","bubble","hexagonal",3,2,1500,5,0.05,0.001,1,0.220605431812116
"scene","fold1","bubble","hexagonal",3,2,500,7,0.05,0.001,2,0.220605431812116
"scene","fold1","bubble","hexagonal",3,2,1000,7,0.05,0.001,0,0.209964143366049
"scene","fold1","bubble","hexagonal",3,2,1500,7,0.05,0.001,0,0.065988504106446
"scene","fold1","gaussian","rectangular",2,3,500,3,0.5,0.01,0,0.198274373653816
"scene","fold1","gaussian","rectangular",2,3,1000,3,0.5,0.01,0,0.201013656293776
"scene","fold1","gaussian","rectangular",2,3,1500,3,0.5,0.01,0,0.198331878395364
"scene","fold1","gaussian","rectangular",2,3,500,5,0.5,0.01,0,0.200381421982997
"scene","fold1","gaussian","rectangular",2,3,1000,5,0.5,0.01,0,0.200146244434017
"scene","fold1","gaussian","rectangular",2,3,1500,5,0.5,0.01,0,0.197905310454104
"scene","fold1","gaussian","rectangular",2,3,500,7,0.5,0.01,0,0.198545230696702
"scene","fold1","gaussian","rectangular",2,3,1000,7,0.5,0.01,0,0.198284462089118
"scene","fold1","gaussian","rectangular",2,3,1500,7,0.5,0.01,0,0.198195954381228
"scene","fold1","gaussian","rectangular",2,3,500,3,0.1,0.01,0,0.196461152116489
"scene","fold1","gaussian","rectangular",2,3,1000,3,0.1,0.01,0,0.198876803873803
"scene","fold1","gaussian","rectangular",2,3,1500,3,0.1,0.01,0,0.198993552576524
"scene","fold1","gaussian","rectangular",2,3,500,5,0.1,0.01,1,0.198993552576524
"scene","fold1","gaussian","rectangular",2,3,1000,5,0.1,0.01,0,0.19759191856486
"scene","fold1","gaussian","rectangular",2,3,1500,5,0.1,0.01,0,0.197186815772414
"scene","fold1","gaussian","rectangular",2,3,500,7,0.1,0.01,0,0.199993941914019
"scene","fold1","gaussian","rectangular",2,3,1000,7,0.1,0.01,1,0.199993941914019
"scene","fold1","gaussian","rectangular",2,3,1500,7,0.1,0.01,1,0.199993941914019
"scene","fold1","gaussian","rectangular",2,3,500,3,0.05,0.01,0,0.196703946090051
"scene","fold1","gaussian","rectangular",2,3,1000,3,0.05,0.01,1,0.196703946090051
"scene","fold1","gaussian","rectangular",2,3,1500,3,0.05,0.01,1,0.196703946090051
"scene","fold1","gaussian","rectangular",2,3,500,5,0.05,0.01,1,0.196703946090051
"scene","fold1","gaussian","rectangular",2,3,1000,5,0.05,0.01,1,0.196703946090051
"scene","fold1","gaussian","rectangular",2,3,1500,5,0.05,0.01,1,0.196703946090051
"scene","fold1","gaussian","rectangular",2,3,500,7,0.05,0.01,2,0.196703946090051
"scene","fold1","gaussian","rectangular",2,3,1000,7,0.05,0.01,2,0.196703946090051
"scene","fold1","gaussian","rectangular",2,3,1500,7,0.05,0.01,2,0.196703946090051
"scene","fold1","gaussian","rectangular",2,3,500,3,0.5,0.005,0,0.201481167777312
"scene","fold1","gaussian","rectangular",2,3,1000,3,0.5,0.005,0,0.199745670607694
"scene","fold1","gaussian","rectangular",2,3,1500,3,0.5,0.005,0,0.198994514316923
"scene","fold1","gaussian","rectangular",2,3,500,5,0.5,0.005,0,0.198475234597967
"scene","fold1","gaussian","rectangular",2,3,1000,5,0.5,0.005,0,0.201437155143164
"scene","fold1","gaussian","rectangular",2,3,1500,5,0.5,0.005,0,0.198440525422581
"scene","fold1","gaussian","rectangular",2,3,500,7,0.5,0.005,0,0.19811288475619
"scene","fold1","gaussian","rectangular",2,3,1000,7,0.5,0.005,0,0.198668221498997
"scene","fold1","gaussian","rectangular",2,3,1500,7,0.5,0.005,0,0.198145242853415
"scene","fold1","gaussian","rectangular",2,3,500,3,0.1,0.005,0,0.196828567098698
"scene","fold1","gaussian","rectangular",2,3,1000,3,0.1,0.005,0,0.198975003070355
"scene","fold1","gaussian","rectangular",2,3,1500,3,0.1,0.005,0,0.196600780812813
"scene","fold1","gaussian","rectangular",2,3,500,5,0.1,0.005,1,0.196600780812813
"scene","fold1","gaussian","rectangular",2,3,1000,5,0.1,0.005,1,0.196600780812813
"scene","fold1","gaussian","rectangular",2,3,1500,5,0.1,0.005,0,0.196968678165958
"scene","fold1","gaussian","rectangular",2,3,500,7,0.1,0.005,0,0.196950693137645
"scene","fold1","gaussian","rectangular",2,3,1000,7,0.1,0.005,1,0.196950693137645
"scene","fold1","gaussian","rectangular",2,3,1500,7,0.1,0.005,0,0.196412847712567
"scene","fold1","gaussian","rectangular",2,3,500,3,0.05,0.005,1,0.196412847712567
"scene","fold1","gaussian","rectangular",2,3,1000,3,0.05,0.005,2,0.196412847712567
"scene","fold1","gaussian","rectangular",2,3,1500,3,0.05,0.005,0,0.196232399012901
"scene","fold1","gaussian","rectangular",2,3,500,5,0.05,0.005,2,0.196232399012901
"scene","fold1","gaussian","rectangular",2,3,1000,5,0.05,0.005,2,0.196232399012901
"scene","fold1","gaussian","rectangular",2,3,1500,5,0.05,0.005,2,0.196232399012901
"scene","fold1","gaussian","rectangular",2,3,500,7,0.05,0.005,2,0.196232399012901
"scene","fold1","gaussian","rectangular",2,3,1000,7,0.05,0.005,2,0.196232399012901
"scene","fold1","gaussian","rectangular",2,3,1500,7,0.05,0.005,2,0.196232399012901
"scene","fold1","gaussian","rectangular",2,3,500,3,0.5,0.001,0,0.197030568248532
"scene","fold1","gaussian","rectangular",2,3,1000,3,0.5,0.001,0,0.19764344881605
