"grid_topology","n_configs","qe_medio","qe_mediano","qe_min","qe_max","qe_dp"
"hexagonal",5832,0.442002517180178,0.428686819590424,0.0168472630822225,0.967036845111377,0.242623467841017
"rectangular",5832,0.463778241302566,0.461478376911906,0.0191311867182373,0.968634386908806,0.241339918120679
