"labelset","n","mean_distance","cluster_neuron"
"001010",4,0.924818155818887,"C1N1"
"001100",8,0.906798453736963,"C1N1"
"001000",120,0.003922658361627,"C1N1"
"000101",2,1.03767241615922,"C2N2"
"000110",25,1.02101355760487,"C2N2"
"000100",109,0.786231191486893,"C2N2"
"000001",135,0.623803080391765,"C2N2"
"000010",135,0.607144221837415,"C2N2"
"100100",1,1.00419965353576,"C2N4"
"100001",6,0.93582264223576,"C2N4"
"100010",13,0.840838571893346,"C2N4"
"100000",123,0.00833220836163011,"C2N4"
"010000",121,2.41588652223935e-30,"C3N3"
