"labelset","n","mean_distance","cluster_neuron"
"100010",2,1.25649789853023,"C1N1"
"000100",2,0.942898781032545,"C1N1"
"000010",4,0.472027602374939,"C1N1"
"000110",12,0.127575323176394,"C1N1"
"001101",1,1.44891713589596,"C1N2"
"001011",1,1.42750171908745,"C1N2"
"001000",14,0.711777788487003,"C1N2"
"001100",10,0.530811211637979,"C1N2"
"001010",9,0.509395794829467,"C1N2"
"001110",22,0.328429217980443,"C1N2"
"001001",1,1.3078018970471,"C2N3"
"010001",2,1.18328084381475,"C2N3"
"000011",4,1.16833410728207,"C2N3"
"110001",2,1.09799143541915,"C2N3"
"100011",1,1.08304469888647,"C2N3"
"100000",8,1.01773895084142,"C2N3"
"000001",24,0.315565407669252,"C2N3"
"100001",27,0.230275999273655,"C2N3"
"101000",1,1.47194978059442,"C2N4"
"011100",2,1.179591745616,"C2N4"
"110000",13,0.825899614004721,"C2N4"
"010000",7,0.553807890836601,"C2N4"
"111000",4,0.531502668399172,"C2N4"
"011000",25,0.259410945231052,"C2N4"
