"labelset","n","mean_distance","cluster_neuron"
"010000",121,2.41588652223935e-30,"C1N1"
"001100",7,1.38019217826336,"C2N2"
"100000",123,0.572059895543804,"C2N2"
"001000",120,0.434160420734363,"C2N2"
"100001",7,1.25998353435857,"C2N3"
"000100",109,0.669345988376909,"C2N3"
"000101",2,0.506230572436487,"C2N3"
"000001",135,0.359669191442779,"C2N3"
"001110",1,1.71161567715221,"C3N4"
"001010",4,0.981779024517989,"C3N4"
"100010",13,0.872649778462936,"C3N4"
"000110",25,0.754301150904056,"C3N4"
"000010",135,0.0244644982698381,"C3N4"
