"labelset","n","mean_distance","cluster_neuron"
"100010",2,1.18216592531201,"C1N1"
"010000",7,0.714493551213829,"C1N1"
"110000",13,0.647887534108713,"C1N1"
"100000",8,0.533571607843919,"C1N1"
"011100",2,1.13215642258917,"C1N4"
"111000",4,1.02418465729824,"C1N4"
"101000",1,0.978985386183039,"C1N4"
"011000",25,0.395688249425692,"C1N4"
"001000",14,0.350488978310493,"C1N4"
"000011",4,1.16774277704124,"C2N2"
"100011",1,1.16338996112679,"C2N2"
"001001",1,1.11176492229896,"C2N2"
"010001",2,1.01656517565853,"C2N2"
"110001",2,1.01221235974408,"C2N2"
"000001",24,0.316920561603673,"C2N2"
"100001",27,0.312567745689224,"C2N2"
"001011",1,1.63484390554237,"C3N3"
"001101",1,1.59284246993894,"C3N3"
"000010",4,1.12932228869837,"C3N3"
"000100",2,1.08732085309494,"C3N3"
"000110",12,0.754791354593995,"C3N3"
"001010",9,0.667678548261735,"C3N3"
"001100",10,0.625677112658308,"C3N3"
"001110",22,0.293147614157362,"C3N3"
