"labelset","mean_distance","n_instances"
"000010",0.12162847490359,135
"000001",0.13334231259012,135
"010000",0.46288656834987,122
"001000",0.521437959451311,120
"000100",0.586265505759895,109
"100000",0.609112593265421,123
"000110",0.771075271504005,25
"001100",0.800956207479352,8
"100010",0.834734834927014,12
"100001",0.893201926001472,6
"001010",0.982805052848745,5
"000101",0.989840432174785,2
"000011",1.11904728971889,1
