"Beach","Sunset","FallFoliage","Field","Mountain","Urban"
0.0559907582628188,0.0472511234147878,0.439291511508523,0.378378881335287,0.0719923036583692,0.0519432490283029
0.131241344462393,0.0667300367708478,0.0877908015312836,0.185049087574489,0.722168682308956,0.00137039717863405
0.102427568493301,0.0801449547169487,0.0964696943926248,0.0896551703553709,0.00211748769435346,0.667456127168141
0.385678185212997,0.377981060281401,0.0641267566379527,0.066516922253822,0.0766791844156112,0.0559050855493713
