"amazed.suprised","happy.pleased","relaxing.calm","quiet.still","sad.lonely","angry.aggresive"
2.07507571253324e-322,2.07507571253324e-322,0.671795569934639,0.788527403953703,0.809113832056316,0.0242014314172972
0.487591247925585,0.0176026383691475,0.0147435091271253,2.37151510003798e-322,0.0991207714755329,0.999999999999998
0.0999771650755249,0.642905367211872,0.999999999999998,0.0415992949311306,4.9444899898277e-258,5.91666849774422e-150
0.763344921333969,0.673173899039917,4.87007477249303e-77,1.44754033132356e-200,0.101417266438115,0.0796979075241561
