"neuron","n_instancias","amazed.suprised","happy.pleased","relaxing.calm","quiet.still","sad.lonely","angry.aggresive","prop_amazed.suprised","prop_happy.pleased","prop_relaxing.calm","prop_quiet.still","prop_sad.lonely","prop_angry.aggresive"
1,61,0,0,42,48,49,1,0,0,0.688524590163934,0.786885245901639,0.80327868852459,0.0163934426229508
2,58,28,1,1,0,5,58,0.482758620689655,0.0172413793103448,0.0172413793103448,0,0.0862068965517241,1
3,44,4,29,44,2,0,0,0.0909090909090909,0.659090909090909,1,0.0454545454545455,0,0
4,34,25,24,0,0,3,3,0.735294117647059,0.705882352941177,0,0,0.0882352941176471,0.0882352941176471
