"labelset","mean_distance","n_instances"
"000010",0.121326016225499,135
"100000",0.154455960139764,123
"000001",0.457655883624984,135
"001000",0.461128655164032,120
"000100",0.601378701268116,109
"010000",0.648216200100577,121
"001100",0.696914065746777,7
"000110",0.76718562893251,25
"100001",0.912446855795796,7
"001010",0.923693752029901,4
"100010",0.981399188635152,13
"000101",1.32186767250781,2
"001110",1.53994282176619,1
