"dataset","fold","neighborhood","topology","grid_size","rlen","radius","alpha_start","alpha_end","empty_neurons","qe_val","iter_time_s"
"emotions",2,"bubble","hexagonal","2x2",100,1.5,0.05,0.01,0,0.460608481106747,8.81
"emotions",2,"bubble","hexagonal","2x2",500,1.5,0.05,0.01,0,0.458157533911893,8.82
"emotions",2,"bubble","hexagonal","2x2",1000,1.5,0.05,0.01,0,0.481272549820058,8.84
"emotions",2,"bubble","hexagonal","2x2",100,1,0.1,0.01,0,0.461616137360193,8.85
"emotions",2,"bubble","hexagonal","2x2",500,1,0.1,0.01,0,0.464700058004649,8.86
"emotions",2,"bubble","hexagonal","2x2",1000,1,0.1,0.01,0,0.460027570182694,8.88
"emotions",2,"bubble","hexagonal","2x2",100,1.5,0.1,0.01,0,0.494976793513373,8.89
"emotions",2,"bubble","hexagonal","2x2",500,1.5,0.1,0.01,0,0.492667712135991,8.9
"emotions",2,"bubble","hexagonal","2x2",1000,1.5,0.1,0.01,0,0.459303448591281,8.92
"scene",2,"gaussian","rectangular","2x2",100,1,0.05,0.005,0,0.449008834792348,8.94
"scene",2,"gaussian","rectangular","2x2",500,1,0.05,0.005,0,0.457079523265354,8.99
"scene",2,"gaussian","rectangular","2x2",1000,1,0.05,0.005,0,0.454258105604119,9.08
"scene",2,"gaussian","rectangular","2x2",100,1.5,0.05,0.005,0,0.441820960814898,9.11
"scene",2,"gaussian","rectangular","2x2",500,1.5,0.05,0.005,0,0.447965030884581,9.18
"scene",2,"gaussian","rectangular","2x2",1000,1.5,0.05,0.005,0,0.470042203497359,9.27
"scene",2,"gaussian","rectangular","2x2",100,1,0.1,0.005,0,0.45850461812081,9.28
"scene",2,"gaussian","rectangular","2x2",500,1,0.1,0.005,0,0.457326957588378,9.35
"scene",2,"gaussian","rectangular","2x2",1000,1,0.1,0.005,0,0.46159460451854,9.45
"scene",2,"gaussian","rectangular","2x2",100,1.5,0.1,0.005,0,0.454389620718132,9.47
"scene",2,"gaussian","rectangular","2x2",500,1.5,0.1,0.005,0,0.454435021124154,9.52
"scene",2,"gaussian","rectangular","2x2",1000,1.5,0.1,0.005,0,0.451689329817674,9.63
"scene",2,"gaussian","rectangular","2x2",100,1,0.05,0.01,0,0.446911063677577,9.65
"scene",2,"gaussian","rectangular","2x2",500,1,0.05,0.01,0,0.472035966983796,9.7
"scene",2,"gaussian","rectangular","2x2",1000,1,0.05,0.01,0,0.452635461770796,9.8
"scene",2,"gaussian","rectangular","2x2",100,1.5,0.05,0.01,0,0.45962030423975,9.83
"scene",2,"gaussian","rectangular","2x2",500,1.5,0.05,0.01,0,0.461736871792315,9.88
"scene",2,"gaussian","rectangular","2x2",1000,1.5,0.05,0.01,0,0.454825391726186,9.98
"scene",2,"gaussian","rectangular","2x2",100,1,0.1,0.01,0,0.463846856221774,10
"scene",2,"gaussian","rectangular","2x2",500,1,0.1,0.01,0,0.454311080886175,10.05
"scene",2,"gaussian","rectangular","2x2",1000,1,0.1,0.01,0,0.441169604632995,10.15
"scene",2,"gaussian","rectangular","2x2",100,1.5,0.1,0.01,0,0.45062105942543,10.17
"scene",2,"gaussian","rectangular","2x2",500,1.5,0.1,0.01,0,0.442556664448953,10.22
"scene",2,"gaussian","rectangular","2x2",1000,1.5,0.1,0.01,0,0.440217908438658,10.32
"scene",2,"gaussian","hexagonal","2x2",100,1,0.05,0.005,0,0.438442835829949,10.34
"scene",2,"gaussian","hexagonal","2x2",500,1,0.05,0.005,0,0.451659544261856,10.39
"scene",2,"gaussian","hexagonal","2x2",1000,1,0.05,0.005,0,0.441615123783431,10.49
"scene",2,"gaussian","hexagonal","2x2",100,1.5,0.05,0.005,0,0.445743120550542,10.52
"scene",2,"gaussian","hexagonal","2x2",500,1.5,0.05,0.005,0,0.430463557096743,10.57
"scene",2,"gaussian","hexagonal","2x2",1000,1.5,0.05,0.005,0,0.439827675031553,10.66
"scene",2,"gaussian","hexagonal","2x2",100,1,0.1,0.005,0,0.437065283551738,10.68
"scene",2,"gaussian","hexagonal","2x2",500,1,0.1,0.005,0,0.444071021957291,10.72
"scene",2,"gaussian","hexagonal","2x2",1000,1,0.1,0.005,0,0.434119755781244,10.81
"scene",2,"gaussian","hexagonal","2x2",100,1.5,0.1,0.005,0,0.425017764566977,10.83
"scene",2,"gaussian","hexagonal","2x2",500,1.5,0.1,0.005,0,0.435451631552164,10.88
"scene",2,"gaussian","hexagonal","2x2",1000,1.5,0.1,0.005,0,0.43411723629574,10.96
"scene",2,"gaussian","hexagonal","2x2",100,1,0.05,0.01,0,0.465322560301809,10.98
"scene",2,"gaussian","hexagonal","2x2",500,1,0.05,0.01,0,0.439571376885333,11.04
"scene",2,"gaussian","hexagonal","2x2",1000,1,0.05,0.01,0,0.423389329313616,11.13
"scene",2,"gaussian","hexagonal","2x2",100,1.5,0.05,0.01,0,0.445802257839843,11.17
"scene",2,"gaussian","hexagonal","2x2",500,1.5,0.05,0.01,0,0.438246301069407,11.22
"scene",2,"gaussian","hexagonal","2x2",1000,1.5,0.05,0.01,0,0.433184611158887,11.3
"scene",2,"gaussian","hexagonal","2x2",100,1,0.1,0.01,0,0.425046006606802,11.32
"scene",2,"gaussian","hexagonal","2x2",500,1,0.1,0.01,0,0.430662546655727,11.37
"scene",2,"gaussian","hexagonal","2x2",1000,1,0.1,0.01,0,0.441816805526965,11.47
"scene",2,"gaussian","hexagonal","2x2",100,1.5,0.1,0.01,0,0.456881557804284,11.49
"scene",2,"gaussian","hexagonal","2x2",500,1.5,0.1,0.01,0,0.428197951492049,11.54
"scene",2,"gaussian","hexagonal","2x2",1000,1.5,0.1,0.01,0,0.434781996388475,11.62
"scene",2,"bubble","rectangular","2x2",100,1,0.05,0.005,0,0.382002852620145,11.64
"scene",2,"bubble","rectangular","2x2",500,1,0.05,0.005,0,0.393596456028922,11.69
"scene",2,"bubble","rectangular","2x2",1000,1,0.05,0.005,0,0.371726965603726,11.77
"scene",2,"bubble","rectangular","2x2",100,1.5,0.05,0.005,0,0.37052383546622,11.84
"scene",2,"bubble","rectangular","2x2",500,1.5,0.05,0.005,0,0.367440418085794,11.89
"scene",2,"bubble","rectangular","2x2",1000,1.5,0.05,0.005,0,0.358932641563158,12
"scene",2,"bubble","rectangular","2x2",100,1,0.1,0.005,0,0.526401973319704,12.01
"scene",2,"bubble","rectangular","2x2",500,1,0.1,0.005,0,0.383242567842714,12.06
"scene",2,"bubble","rectangular","2x2",1000,1,0.1,0.005,0,0.369964423127793,12.14
"scene",2,"bubble","rectangular","2x2",100,1.5,0.1,0.005,0,0.38796079903113,12.15
"scene",2,"bubble","rectangular","2x2",500,1.5,0.1,0.005,0,0.35840744197918,12.21
"scene",2,"bubble","rectangular","2x2",1000,1.5,0.1,0.005,0,0.391252903539296,12.32
"scene",2,"bubble","rectangular","2x2",100,1,0.05,0.01,0,0.538435937249758,12.33
"scene",2,"bubble","rectangular","2x2",500,1,0.05,0.01,0,0.389115780197848,12.39
"scene",2,"bubble","rectangular","2x2",1000,1,0.05,0.01,0,0.38772307963926,12.47
"scene",2,"bubble","rectangular","2x2",100,1.5,0.05,0.01,0,0.395143406261924,12.48
"scene",2,"bubble","rectangular","2x2",500,1.5,0.05,0.01,0,0.366161707702636,12.55
"scene",2,"bubble","rectangular","2x2",1000,1.5,0.05,0.01,0,0.373576384992353,12.65
"scene",2,"bubble","rectangular","2x2",100,1,0.1,0.01,0,0.382033949228268,12.67
"scene",2,"bubble","rectangular","2x2",500,1,0.1,0.01,0,0.360872950075476,12.72
"scene",2,"bubble","rectangular","2x2",1000,1,0.1,0.01,0,0.374072903253149,12.8
"scene",2,"bubble","rectangular","2x2",100,1.5,0.1,0.01,0,0.360361159911424,12.82
"scene",2,"bubble","rectangular","2x2",500,1.5,0.1,0.01,0,0.36317350403016,12.88
"scene",2,"bubble","rectangular","2x2",1000,1.5,0.1,0.01,0,0.360927555752813,12.98
"scene",2,"bubble","hexagonal","2x2",100,1,0.05,0.005,0,0.361104312975921,13
"scene",2,"bubble","hexagonal","2x2",500,1,0.05,0.005,0,0.382530430976415,13.04
"scene",2,"bubble","hexagonal","2x2",1000,1,0.05,0.005,0,0.370722519492228,13.13
"scene",2,"bubble","hexagonal","2x2",100,1.5,0.05,0.005,0,0.383733547461899,13.15
"scene",2,"bubble","hexagonal","2x2",500,1.5,0.05,0.005,0,0.37044135384712,13.21
"scene",2,"bubble","hexagonal","2x2",1000,1.5,0.05,0.005,0,0.383898393653982,13.31
"scene",2,"bubble","hexagonal","2x2",100,1,0.1,0.005,1,0.530998172936563,13.32
"scene",2,"bubble","hexagonal","2x2",500,1,0.1,0.005,0,0.381524652744805,13.36
"scene",2,"bubble","hexagonal","2x2",1000,1,0.1,0.005,0,0.371870600497627,13.43
"scene",2,"bubble","hexagonal","2x2",100,1.5,0.1,0.005,0,0.382341878021559,13.45
"scene",2,"bubble","hexagonal","2x2",500,1.5,0.1,0.005,0,0.366105899040182,13.51
"scene",2,"bubble","hexagonal","2x2",1000,1.5,0.1,0.005,0,0.381015547897245,13.61
"scene",2,"bubble","hexagonal","2x2",100,1,0.05,0.01,0,0.361326219487586,13.63
"scene",2,"bubble","hexagonal","2x2",500,1,0.05,0.01,0,0.391941666586488,13.67
"scene",2,"bubble","hexagonal","2x2",1000,1,0.05,0.01,0,0.391465169146593,13.77
"scene",2,"bubble","hexagonal","2x2",100,1.5,0.05,0.01,0,0.383590997393505,13.79
"scene",2,"bubble","hexagonal","2x2",500,1.5,0.05,0.01,0,0.382004900173871,13.85
"scene",2,"bubble","hexagonal","2x2",1000,1.5,0.05,0.01,0,0.383991660604018,13.95
"scene",2,"bubble","hexagonal","2x2",100,1,0.1,0.01,0,0.374023511907884,13.96
"scene",2,"bubble","hexagonal","2x2",500,1,0.1,0.01,0,0.372090410163587,14.02
"scene",2,"bubble","hexagonal","2x2",1000,1,0.1,0.01,0,0.36244283491648,14.09
"scene",2,"bubble","hexagonal","2x2",100,1.5,0.1,0.01,0,0.379507944888615,14.11
"scene",2,"bubble","hexagonal","2x2",500,1.5,0.1,0.01,0,0.380701605166353,14.16
"scene",2,"bubble","hexagonal","2x2",1000,1.5,0.1,0.01,0,0.370196600967713,14.26
"emotions",3,"gaussian","rectangular","2x2",100,1,0.05,0.005,0,0.57691806806865,14.27
"emotions",3,"gaussian","rectangular","2x2",500,1,0.05,0.005,0,0.576817971463733,14.28
"emotions",3,"gaussian","rectangular","2x2",1000,1,0.05,0.005,0,0.576842769018629,14.3
"emotions",3,"gaussian","rectangular","2x2",100,1.5,0.05,0.005,0,0.595165639681173,14.31
"emotions",3,"gaussian","rectangular","2x2",500,1.5,0.05,0.005,0,0.582860275079658,14.32
"emotions",3,"gaussian","rectangular","2x2",1000,1.5,0.05,0.005,0,0.59943351533588,14.34
"emotions",3,"gaussian","rectangular","2x2",100,1,0.1,0.005,0,0.572283915273331,14.35
"emotions",3,"gaussian","rectangular","2x2",500,1,0.1,0.005,0,0.573706278195579,14.36
"emotions",3,"gaussian","rectangular","2x2",1000,1,0.1,0.005,0,0.573713064399626,14.39
"emotions",3,"gaussian","rectangular","2x2",100,1.5,0.1,0.005,0,0.586825167776099,14.39
"emotions",3,"gaussian","rectangular","2x2",500,1.5,0.1,0.005,0,0.611638338940211,14.41
"emotions",3,"gaussian","rectangular","2x2",1000,1.5,0.1,0.005,0,0.573371095122555,14.43
"emotions",3,"gaussian","rectangular","2x2",100,1,0.05,0.01,0,0.581617162840842,14.44
"emotions",3,"gaussian","rectangular","2x2",500,1,0.05,0.01,0,0.609694033396046,14.46
"emotions",3,"gaussian","rectangular","2x2",1000,1,0.05,0.01,0,0.573533006085401,14.49
"emotions",3,"gaussian","rectangular","2x2",100,1.5,0.05,0.01,0,0.602515022363222,14.49
"emotions",3,"gaussian","rectangular","2x2",500,1.5,0.05,0.01,0,0.600171482899509,14.51
"emotions",3,"gaussian","rectangular","2x2",1000,1.5,0.05,0.01,0,0.575004338068474,14.53
"emotions",3,"gaussian","rectangular","2x2",100,1,0.1,0.01,0,0.565163853404531,14.53
"emotions",3,"gaussian","rectangular","2x2",500,1,0.1,0.01,0,0.573736679150395,14.55
"emotions",3,"gaussian","rectangular","2x2",1000,1,0.1,0.01,0,0.573053152770037,14.57
"emotions",3,"gaussian","rectangular","2x2",100,1.5,0.1,0.01,0,0.606881524054622,14.58
"emotions",3,"gaussian","rectangular","2x2",500,1.5,0.1,0.01,0,0.598475903288523,14.59
"emotions",3,"gaussian","rectangular","2x2",1000,1.5,0.1,0.01,0,0.58502650763168,14.61
"emotions",3,"gaussian","hexagonal","2x2",100,1,0.05,0.005,0,0.545090569420015,14.62
"emotions",3,"gaussian","hexagonal","2x2",500,1,0.05,0.005,0,0.540645711339388,14.64
"emotions",3,"gaussian","hexagonal","2x2",1000,1,0.05,0.005,0,0.544476035366698,14.66
"emotions",3,"gaussian","hexagonal","2x2",100,1.5,0.05,0.005,0,0.540741094572395,14.66
"emotions",3,"gaussian","hexagonal","2x2",500,1.5,0.05,0.005,0,0.556175109107351,14.68
"emotions",3,"gaussian","hexagonal","2x2",1000,1.5,0.05,0.005,0,0.556208550579934,14.7
"emotions",3,"gaussian","hexagonal","2x2",100,1,0.1,0.005,0,0.542137153712681,14.71
"emotions",3,"gaussian","hexagonal","2x2",500,1,0.1,0.005,0,0.544003440904462,14.72
"emotions",3,"gaussian","hexagonal","2x2",1000,1,0.1,0.005,0,0.536013138575861,14.75
"emotions",3,"gaussian","hexagonal","2x2",100,1.5,0.1,0.005,0,0.550788202496708,14.75
"emotions",3,"gaussian","hexagonal","2x2",500,1.5,0.1,0.005,0,0.543353922070713,14.77
"emotions",3,"gaussian","hexagonal","2x2",1000,1.5,0.1,0.005,0,0.533851171158671,14.79
"emotions",3,"gaussian","hexagonal","2x2",100,1,0.05,0.01,0,0.585946702742986,14.8
"emotions",3,"gaussian","hexagonal","2x2",500,1,0.05,0.01,0,0.569731161990294,14.81
"emotions",3,"gaussian","hexagonal","2x2",1000,1,0.05,0.01,0,0.553462335840962,14.83
"emotions",3,"gaussian","hexagonal","2x2",100,1.5,0.05,0.01,0,0.553787711273848,14.84
"emotions",3,"gaussian","hexagonal","2x2",500,1.5,0.05,0.01,0,0.540430621228299,14.85
"emotions",3,"gaussian","hexagonal","2x2",1000,1.5,0.05,0.01,0,0.555694114686134,14.87
"emotions",3,"gaussian","hexagonal","2x2",100,1,0.1,0.01,0,0.543386814756113,14.88
"emotions",3,"gaussian","hexagonal","2x2",500,1,0.1,0.01,0,0.54222493125255,14.89
"emotions",3,"gaussian","hexagonal","2x2",1000,1,0.1,0.01,0,0.545824134681952,14.92
"emotions",3,"gaussian","hexagonal","2x2",100,1.5,0.1,0.01,0,0.540124779647664,14.92
"emotions",3,"gaussian","hexagonal","2x2",500,1.5,0.1,0.01,0,0.542266456960735,14.95
"emotions",3,"gaussian","hexagonal","2x2",1000,1.5,0.1,0.01,0,0.534379931082541,14.97
"emotions",3,"bubble","rectangular","2x2",100,1,0.05,0.005,0,0.464840090318391,14.98
"emotions",3,"bubble","rectangular","2x2",500,1,0.05,0.005,0,0.460038904166769,14.99
"emotions",3,"bubble","rectangular","2x2",1000,1,0.05,0.005,0,0.49798410744,15.01
"emotions",3,"bubble","rectangular","2x2",100,1.5,0.05,0.005,0,0.480184988953383,15.02
"emotions",3,"bubble","rectangular","2x2",500,1.5,0.05,0.005,0,0.46502827940078,15.03
"emotions",3,"bubble","rectangular","2x2",1000,1.5,0.05,0.005,0,0.459038322192663,15.05
"emotions",3,"bubble","rectangular","2x2",100,1,0.1,0.005,0,0.461957038684631,15.06
"emotions",3,"bubble","rectangular","2x2",500,1,0.1,0.005,0,0.459066815705193,15.07
"emotions",3,"bubble","rectangular","2x2",1000,1,0.1,0.005,0,0.467101772006618,15.09
"emotions",3,"bubble","rectangular","2x2",100,1.5,0.1,0.005,0,0.484348578932011,15.1
"emotions",3,"bubble","rectangular","2x2",500,1.5,0.1,0.005,0,0.483041802416118,15.11
"emotions",3,"bubble","rectangular","2x2",1000,1.5,0.1,0.005,0,0.458168201740379,15.13
"emotions",3,"bubble","rectangular","2x2",100,1,0.05,0.01,0,0.458488895784576,15.14
"emotions",3,"bubble","rectangular","2x2",500,1,0.05,0.01,0,0.498950112346539,15.14
"emotions",3,"bubble","rectangular","2x2",1000,1,0.05,0.01,0,0.460384842270956,15.16
"emotions",3,"bubble","rectangular","2x2",100,1.5,0.05,0.01,0,0.482369248986692,15.17
"emotions",3,"bubble","rectangular","2x2",500,1.5,0.05,0.01,0,0.484817488501121,15.18
"emotions",3,"bubble","rectangular","2x2",1000,1.5,0.05,0.01,0,0.460124012194718,15.2
"emotions",3,"bubble","rectangular","2x2",100,1,0.1,0.01,0,0.485168989500711,15.21
"emotions",3,"bubble","rectangular","2x2",500,1,0.1,0.01,0,0.461903146708173,15.23
"emotions",3,"bubble","rectangular","2x2",1000,1,0.1,0.01,0,0.460328502398476,15.28
"emotions",3,"bubble","rectangular","2x2",100,1.5,0.1,0.01,0,0.45856994126349,15.28
"emotions",3,"bubble","rectangular","2x2",500,1.5,0.1,0.01,0,0.480996990826823,15.3
"emotions",3,"bubble","rectangular","2x2",1000,1.5,0.1,0.01,0,0.485341627569856,15.32
"emotions",3,"bubble","hexagonal","2x2",100,1,0.05,0.005,0,0.482156252334153,15.32
"emotions",3,"bubble","hexagonal","2x2",500,1,0.05,0.005,0,0.458448123907774,15.33
"emotions",3,"bubble","hexagonal","2x2",1000,1,0.05,0.005,0,0.459323588301513,15.35
"emotions",3,"bubble","hexagonal","2x2",100,1.5,0.05,0.005,0,0.460655084408576,15.36
"emotions",3,"bubble","hexagonal","2x2",500,1.5,0.05,0.005,0,0.49750066843654,15.37
"emotions",3,"bubble","hexagonal","2x2",1000,1.5,0.05,0.005,0,0.49901349261181,15.39
"emotions",3,"bubble","hexagonal","2x2",100,1,0.1,0.005,0,0.499177377554264,15.39
"emotions",3,"bubble","hexagonal","2x2",500,1,0.1,0.005,0,0.459828322291333,15.4
"emotions",3,"bubble","hexagonal","2x2",1000,1,0.1,0.005,0,0.466391749870283,15.44
"emotions",3,"bubble","hexagonal","2x2",100,1.5,0.1,0.005,0,0.497125961320948,15.44
"emotions",3,"bubble","hexagonal","2x2",500,1.5,0.1,0.005,0,0.465323974832376,15.45
"emotions",3,"bubble","hexagonal","2x2",1000,1.5,0.1,0.005,0,0.497945244817334,15.47
"emotions",3,"bubble","hexagonal","2x2",100,1,0.05,0.01,0,0.481241865848905,15.48
"emotions",3,"bubble","hexagonal","2x2",500,1,0.05,0.01,0,0.482108878153632,15.49
"emotions",3,"bubble","hexagonal","2x2",1000,1,0.05,0.01,0,0.461098476257729,15.51
"emotions",3,"bubble","hexagonal","2x2",100,1.5,0.05,0.01,0,0.460115447804617,15.51
"emotions",3,"bubble","hexagonal","2x2",500,1.5,0.05,0.01,0,0.497011386682748,15.52
"emotions",3,"bubble","hexagonal","2x2",1000,1.5,0.05,0.01,0,0.524826843157892,15.54
"emotions",3,"bubble","hexagonal","2x2",100,1,0.1,0.01,0,0.480829949575739,15.55
"emotions",3,"bubble","hexagonal","2x2",500,1,0.1,0.01,0,0.462600911536059,15.56
"emotions",3,"bubble","hexagonal","2x2",1000,1,0.1,0.01,0,0.468564674759762,15.58
"emotions",3,"bubble","hexagonal","2x2",100,1.5,0.1,0.01,0,0.498016488298899,15.59
"emotions",3,"bubble","hexagonal","2x2",500,1.5,0.1,0.01,0,0.498787476954932,15.6
"emotions",3,"bubble","hexagonal","2x2",1000,1.5,0.1,0.01,0,0.46199169958561,15.62
"scene",3,"gaussian","rectangular","2x2",100,1,0.05,0.005,0,0.456388351454984,15.64
"scene",3,"gaussian","rectangular","2x2",500,1,0.05,0.005,0,0.451931088473823,15.69
"scene",3,"gaussian","rectangular","2x2",1000,1,0.05,0.005,0,0.453911521239022,15.78
"scene",3,"gaussian","rectangular","2x2",100,1.5,0.05,0.005,0,0.449922142226059,15.79
"scene",3,"gaussian","rectangular","2x2",500,1.5,0.05,0.005,0,0.457102737275397,15.84
"scene",3,"gaussian","rectangular","2x2",1000,1.5,0.05,0.005,0,0.453566846967502,15.93
"scene",3,"gaussian","rectangular","2x2",100,1,0.1,0.005,0,0.447682758842805,15.96
"scene",3,"gaussian","rectangular","2x2",500,1,0.1,0.005,0,0.449586636126415,16.01
"scene",3,"gaussian","rectangular","2x2",1000,1,0.1,0.005,0,0.457265361810949,16.09
"scene",3,"gaussian","rectangular","2x2",100,1.5,0.1,0.005,0,0.452006788900807,16.11
"scene",3,"gaussian","rectangular","2x2",500,1.5,0.1,0.005,0,0.452157376920945,16.16
"scene",3,"gaussian","rectangular","2x2",1000,1.5,0.1,0.005,0,0.440396811127412,16.25
"scene",3,"gaussian","rectangular","2x2",100,1,0.05,0.01,0,0.477179663536244,16.27
"scene",3,"gaussian","rectangular","2x2",500,1,0.05,0.01,0,0.458597189429244,16.31
"scene",3,"gaussian","rectangular","2x2",1000,1,0.05,0.01,0,0.456492532010341,16.4
"scene",3,"gaussian","rectangular","2x2",100,1.5,0.05,0.01,0,0.463830831486491,16.42
"scene",3,"gaussian","rectangular","2x2",500,1.5,0.05,0.01,0,0.453145900172756,16.47
"scene",3,"gaussian","rectangular","2x2",1000,1.5,0.05,0.01,0,0.45257054042765,16.56
"scene",3,"gaussian","rectangular","2x2",100,1,0.1,0.01,0,0.447396731333917,16.59
"scene",3,"gaussian","rectangular","2x2",500,1,0.1,0.01,0,0.457859296542668,16.64
"scene",3,"gaussian","rectangular","2x2",1000,1,0.1,0.01,0,0.440494385631906,16.73
"scene",3,"gaussian","rectangular","2x2",100,1.5,0.1,0.01,0,0.45616396634457,16.74
"scene",3,"gaussian","rectangular","2x2",500,1.5,0.1,0.01,0,0.466703301394904,16.79
"scene",3,"gaussian","rectangular","2x2",1000,1.5,0.1,0.01,0,0.443586819143138,16.88
"scene",3,"gaussian","hexagonal","2x2",100,1,0.05,0.005,0,0.427215574561498,16.9
"scene",3,"gaussian","hexagonal","2x2",500,1,0.05,0.005,0,0.444062223082189,16.95
"scene",3,"gaussian","hexagonal","2x2",1000,1,0.05,0.005,0,0.43042635592347,17.04
"scene",3,"gaussian","hexagonal","2x2",100,1.5,0.05,0.005,0,0.439845094869077,17.06
"scene",3,"gaussian","hexagonal","2x2",500,1.5,0.05,0.005,0,0.434629663132832,17.1
"scene",3,"gaussian","hexagonal","2x2",1000,1.5,0.05,0.005,0,0.433889176335476,17.19
"scene",3,"gaussian","hexagonal","2x2",100,1,0.1,0.005,0,0.428437590316377,17.22
"scene",3,"gaussian","hexagonal","2x2",500,1,0.1,0.005,0,0.443374193610948,17.27
"scene",3,"gaussian","hexagonal","2x2",1000,1,0.1,0.005,0,0.431963868085147,17.36
"scene",3,"gaussian","hexagonal","2x2",100,1.5,0.1,0.005,0,0.429467162324294,17.38
"scene",3,"gaussian","hexagonal","2x2",500,1.5,0.1,0.005,0,0.426806703229496,17.43
"scene",3,"gaussian","hexagonal","2x2",1000,1.5,0.1,0.005,0,0.440313011510984,17.52
"scene",3,"gaussian","hexagonal","2x2",100,1,0.05,0.01,0,0.442745150042388,17.53
"scene",3,"gaussian","hexagonal","2x2",500,1,0.05,0.01,0,0.45918471859164,17.58
"scene",3,"gaussian","hexagonal","2x2",1000,1,0.05,0.01,0,0.440454928662908,17.67
"scene",3,"gaussian","hexagonal","2x2",100,1.5,0.05,0.01,0,0.456760186810551,17.69
"scene",3,"gaussian","hexagonal","2x2",500,1.5,0.05,0.01,0,0.438972623105001,17.74
"scene",3,"gaussian","hexagonal","2x2",1000,1.5,0.05,0.01,0,0.432130601595508,17.83
"scene",3,"gaussian","hexagonal","2x2",100,1,0.1,0.01,0,0.433411499884059,17.84
"scene",3,"gaussian","hexagonal","2x2",500,1,0.1,0.01,0,0.445552429113871,17.91
"scene",3,"gaussian","hexagonal","2x2",1000,1,0.1,0.01,0,0.444168618768022,17.99
"scene",3,"gaussian","hexagonal","2x2",100,1.5,0.1,0.01,0,0.434783253894938,18.01
"scene",3,"gaussian","hexagonal","2x2",500,1.5,0.1,0.01,0,0.425923140660309,18.06
"scene",3,"gaussian","hexagonal","2x2",1000,1.5,0.1,0.01,0,0.422465257796776,18.14
"scene",3,"bubble","rectangular","2x2",100,1,0.05,0.005,0,0.378975797722954,18.16
"scene",3,"bubble","rectangular","2x2",500,1,0.05,0.005,0,0.358493347298481,18.2
"scene",3,"bubble","rectangular","2x2",1000,1,0.05,0.005,0,0.381921136785109,18.28
"scene",3,"bubble","rectangular","2x2",100,1.5,0.05,0.005,0,0.374582471795935,18.29
"scene",3,"bubble","rectangular","2x2",500,1.5,0.05,0.005,0,0.357803782130646,18.35
"scene",3,"bubble","rectangular","2x2",1000,1.5,0.05,0.005,0,0.367616096778106,18.44
"scene",3,"bubble","rectangular","2x2",100,1,0.1,0.005,0,0.358458512447321,18.46
"scene",3,"bubble","rectangular","2x2",500,1,0.1,0.005,1,0.529147974398637,18.51
"scene",3,"bubble","rectangular","2x2",1000,1,0.1,0.005,0,0.380836228388798,18.58
"scene",3,"bubble","rectangular","2x2",100,1.5,0.1,0.005,0,0.372589631407701,18.6
"scene",3,"bubble","rectangular","2x2",500,1.5,0.1,0.005,0,0.372163370650036,18.65
"scene",3,"bubble","rectangular","2x2",1000,1.5,0.1,0.005,0,0.35842033812252,18.76
"scene",3,"bubble","rectangular","2x2",100,1,0.05,0.01,0,0.369378868278436,18.78
"scene",3,"bubble","rectangular","2x2",500,1,0.05,0.01,0,0.393980633632768,18.84
"scene",3,"bubble","rectangular","2x2",1000,1,0.05,0.01,0,0.37275894061534,18.94
"scene",3,"bubble","rectangular","2x2",100,1.5,0.05,0.01,0,0.364126482444584,18.95
"scene",3,"bubble","rectangular","2x2",500,1.5,0.05,0.01,0,0.363320695202563,19.01
"scene",3,"bubble","rectangular","2x2",1000,1.5,0.05,0.01,0,0.383651093561259,19.11
"scene",3,"bubble","rectangular","2x2",100,1,0.1,0.01,0,0.373380783873235,19.13
"scene",3,"bubble","rectangular","2x2",500,1,0.1,0.01,0,0.380680822911762,19.18
"scene",3,"bubble","rectangular","2x2",1000,1,0.1,0.01,0,0.509806835146049,19.27
"scene",3,"bubble","rectangular","2x2",100,1.5,0.1,0.01,0,0.378516958726389,19.28
"scene",3,"bubble","rectangular","2x2",500,1.5,0.1,0.01,0,0.367857025404801,19.34
"scene",3,"bubble","rectangular","2x2",1000,1.5,0.1,0.01,0,0.370161330981436,19.45
"scene",3,"bubble","hexagonal","2x2",100,1,0.05,0.005,0,0.371010437674801,19.46
"scene",3,"bubble","hexagonal","2x2",500,1,0.05,0.005,0,0.370424714153606,19.51
"scene",3,"bubble","hexagonal","2x2",1000,1,0.05,0.005,0,0.371407605423426,19.58
"scene",3,"bubble","hexagonal","2x2",100,1.5,0.05,0.005,0,0.363622937557805,19.59
"scene",3,"bubble","hexagonal","2x2",500,1.5,0.05,0.005,0,0.373160770914334,19.64
"scene",3,"bubble","hexagonal","2x2",1000,1.5,0.05,0.005,0,0.37020275168194,19.74
"scene",3,"bubble","hexagonal","2x2",100,1,0.1,0.005,0,0.371623593575113,19.76
"scene",3,"bubble","hexagonal","2x2",500,1,0.1,0.005,0,0.384104204099718,19.81
"scene",3,"bubble","hexagonal","2x2",1000,1,0.1,0.005,0,0.373693875063091,19.89
"scene",3,"bubble","hexagonal","2x2",100,1.5,0.1,0.005,0,0.363177489476064,19.9
"scene",3,"bubble","hexagonal","2x2",500,1.5,0.1,0.005,0,0.368681749722846,19.96
"scene",3,"bubble","hexagonal","2x2",1000,1.5,0.1,0.005,0,0.382219097106089,20.06
"scene",3,"bubble","hexagonal","2x2",100,1,0.05,0.01,0,0.381851783552906,20.07
